No,Answer Granularity,PIC,Question,Answer,Law,Chapter,Article,Subsection,Letter (1st level)
26,Ayat,Fariz,Apa saja pekerjaan yang masuk dalam lingkup PKWT berdasarkan jangka waktu?,"PKWT berdasarkan jangka waktu sebagaimana dimaksud dalam Pasal 4 ayat (1) huruf a dibuat untuk pekerjaan tertentu yaitu:
a. pekerjaan yang diperkirakan penyelesaiannya dalam waktu yang tidak terlalu lama;
b. pekerjaan yang bersifat musiman; atau
c. pekerjaan yang berhubungan dengan produk baru, kegiatan baru, atau produk tambahan yang masih dalam percobaan atau penjajakan.",PP 35/2021,2,5,1,
27,Ayat,Fariz,Apakah perusahaan alih daya wajib berbentuk badan hukum?,Perusahaan Alih Daya harus berbentuk badan hukum dan wajib memenuhi perizinan berusaha yang diterbitkan oleh Pemerintah Pusat.,PP 35/2021,3,20,1,
28,Pasal,Douglas/Fariz,Apa ketentuan mengenai waktu kerja menurut peraturan perundang-undangan?,"(1) Setiap Pengusaha wajib melaksanakan ketentuan waktu kerja.
(2) Waktu kerja sebagaimana dimaksud pada ayat (1) meliputi:
  a. 7 (tujuh) jam 1 (satu) hari dan 40 (empat puluh) jam 1 (satu) minggu untuk 6 (enam) hari kerja dalam 1 (satu) minggu; atau
  b. 8 (delapan)jam 1 (satu) hari dan 40 (empat puluh) jam 1 (satu) minggu untuk 5 (lima) hari kerja dalam 1 (satu) minggu.
(3) Ketentuan waktu kerja sebagaimana dimaksud pada ayat (2) tidak berlaku bagi sektor usaha atau pekerjaan tertentu.
(4) Pelaksanaan jam kerja bagi Pekerja/Buruh di Perusahaan diatur dalam Perjanjian Kerja, Peraturan Perusahaan, atau Perjanjian Kerja Bersama.",PP 35/2021,4,21,,
29,Pasal,Douglas/Fariz,Apa saja yang perlu dimuat dalam PKWT?,"PKWT paling sedikit memuat:
a. nama, alamat Perusahaan, dan jenis usaha;
b. nama, jenis kelamin, umur, dan alamat Pekerja/Buruh;
c. jabatan atau jenis pekerjaan;
d. tempat pekerjaan;
e. besaran dan cara pembayaran Upah;
f. hak dan kewajiban Pengusaha dan Pekerja/Buruh sesuai dengan ketentuan peraturan perundang-undangan dan/atau syarat kerja yang diatur dalam Peraturan Perusahaan atau Perjanjian Kerja Bersama;
g. mulai dan jangka waktu berlakunya PKWT;
h. tempat dan tanggal PKWT dibuat; dan
i. tanda tangan para pihak dalam PKWT.",PP 35/2021,2,13,,
30,Pasal,Douglas,Berapa lama waktu istirahat mingguan yang perlu diberikan oleh Pengusaha kepada Pekerja/Buruh?,"Pengusaha yang mempekerjakan Pekerja/Buruh pada waktu kerja sebagaimana dimaksud dalam Pasal 21 ayat (2) wajib memberi waktu istirahat mingguan kepada Pekerja/ Buruh meliputi:
a. istirahat mingguan 1 (satu) hari untuk 6 (enam) hari kerja dalam 1 (satu) minggu; atau
b. istirahat mingguan 2 (dua) hari untuk 5 (lima) hari kerja dalam 1 (satu) minggu.",PP 35/2021,4,22,,
31,Pasal,Douglas,Pekerjaan seperti apa yang tergolong dalam pekerjaan yang bersifat musiman?,"(1) Pekerjaan yang bersifat musiman sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf b merupakan pekerjaan yang pelaksanaannya tergantung pada:
  a. musim atau cuaca: atau
  b. kondisi tertentu.
(2) Pekerjaan yang pelaksanaannya tergantung pada musim atau cuaca sebagaimana dimaksud pada ayat (1) huruf a hanya dapat dilakukan pada musim tertentu atau cuaca tertentu.
(3) Pekerjaan yang pelaksanaannya tergantung pada kondisi tertentu sebagaimana dimaksud pada ayat (1) huruf b merupakan pekerjaan tambahan yang dilakukan untuk memenuhi pesanan atau target tertentu.",PP 35/2021,2,7,,
32,Pasal,Douglas,Apakah PKWT dapat dilaksanakan secara harian?,"(1) PKWT yang dapat dilaksanakan terhadap pekerjaan tertentu lainnya yang jenis dan sifat atau kegiatannya bersifat tidak tetap sebagaimana dimaksud dalam Pasal 5 ayat (3) berupa pekerjaan tertentu yang berubah-ubah dalam hal waktu dan volume pekerjaan serta pembayaran upah Pekerja/Buruh berdasarkan kehadiran.
(2) PKWT sebagaimana dimaksud pada ayat (1) dapat dilakukan dengan Perjanjian Kerja harian.
(3) Perjanjian Kerja harian sebagaimana dimaksud pada ayat (2) dilakukan dengan ketentuan Pekerja/ Buruh bekerja kurang dari 21 (dua puluh satu) hari dalam 1 (satu) bulan.
(4) Dalam hal Pekerja/Buruh bekerja 21 (dua puluh satu) hari atau lebih selama 3 (tiga) bulan berturut-turut atau lebih maka Perjanjian Kerja harian sebagaimana dimaksud pada ayat (2) menjadi tidak berlaku dan Hubungan Kerja antara Pengusaha dengan Pekerja/Buruh demi hukum berubah berdasarkan PKWTT.",PP 35/2021,2,10,,
33,Pasal,Douglas,Apa alasan yang dapat menyebabkan Pemutusan Hubungan Kerja?,(Pasal 36),PP 35/2021,5,36,,
34,Pasal,Douglas,Bagaimana pengupahan terhadap Pekerja/Buruh yang ditahan pihak yang berwajib karena diduga melakukan tindak pidana?,"(1) Dalam hal Pekerja/Buruh ditahan pihak yang berwajib karena diduga melakukan tindak pidana maka Pengusaha tidak wajib membayar Upah, tetapi wajib memberikan bantuan kepada keluarga Pekerja/Buruh yang menjadi tanggungannya dengan ketentuan sebagai berikut:
a. untuk 1 (satu) orang tanggungan, 25% (dua puluh lima persen) dari Upah;
b. untuk 2 (dua) orang tanggungan, 35% (tiga puluh lima persen) dari Upah;
c. untuk 3 (tiga) orang tanggungan, 45% (empat puluh lima persen) dari Upah;
d. untuk 4 (empat) orang tanggungan atau lebih, 50% (lima puluh persen) dari Upah.
(2) Bantuan sebagaimana dimaksud pada ayat (1) diberikan untuk paling lama 6 (enam) bulan terhitung sejak hari pertama Pekerja/Buruh ditahan oleh pihak yang berwajib.",PP 35/2021,5,53,,
35,Pasal,Douglas,Bagaimana ketentuan pemberian istirahat panjang oleh Perusahaan?,"(1) Perusahaan tertentu dapat memberikan istirahat panjang.
(2) Perusahaan tertentu sebagaimana dimaksud pada ayat (1) merupakan Perusahaan yang dapat memberikan istirahat panjang dan pelaksanaannya diatur dalam Perjanjian Kerja, Peraturan Perusahaan, atau Perjanjian Kerja Bersama.",PP 35/2021,4,35,,
36,Pasal,Douglas,Bagaimana ketentuan Pemutusan Hubungan Kerja karena alasan pengambilalihan Perusahaan?,"(1) Pengusaha dapat melakukan Pemutusan Hubungan Kerja terhadap Pekerja/Buruh karena alasan pengambilalihan Perusahaan maka Pekerja/Buruh berhak atas:
  a. uang pesangon sebesar 1 (satu) kali ketentuan Pasal 40 ayat (2);
  b. uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 40 ayat (3); dan
  c. uang penggantian hak sesuai ketentuan Pasal 40 ayat (4).
(2) Dalam hal terjadi pengambilalihan Perusahaan yang mengakibatkan terjadinya perubahan syarat kerja dan Pekerja/Buruh tidak bersedia melanjutkan Hubungan Kerja, Pengusaha dapat melakukan Pemutusan Hubungan Kerja dan Pekerja/ Buruh berhak atas:
  a. uang pesangon sebesar 0,5 (nol koma lima) kali ketentuan Pasal 40 ayat (2),
  b. uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 40 ayat (3); dan
  c. uang penggantian hak sesuai ketentuan Pasal 40 ayat (4).",PP 35/2021,5,42,,
37,Pasal,Douglas,Apa saja kewajiban Perusahaan untuk Pekerja selama Waktu Kerja Lembur?,"(1) Perusahaan yang mempekerjakan Pekerja/Buruh selama Waktu Kerja Lembur berkewajiban:
a. membayar Upah Kerja Lembur;
b. memberi kesempatan untuk istirahat secukupnya; dan
c. memberikan makanan dan minuman paling sedikit 1.400 (seribu empat ratus) kilo kalori, apabila kerja lembur dilakukan selama 4 (empat) jam atau lebih.
(2) Pemberian makanan dan minuman sebagaimana dimaksud pada ayat (1) huruf c tidak dapat digantikan dalam bentuk uang.",PP 35/2021,4,29,,
38,Pasal,Douglas,Apa kewajiban Pengusaha terkait Pemutusan Hubungan Kerja karena Pekerja sudah memasuki usia pensiun?,"Pengusaha dapat melakukan Pemutusan Hubungan Kerja terhadap Pekerja/Buruh karena alasan Pekerja/Buruh memasuki usia pensiun maka Pekerja/Buruh berhak atas:
a. uang pesangon sebesar 1,75 (satu koma tujuh puluh lima) kali ketentuan Pasal 40 ayat (2);
b. uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 40 ayat (3); dan
c. uang penggantian hak sesuai ketentuan Pasal 40 ayat (4).",PP 35/2021,5,56,,
39,Pasal,Fariz,"Terkait pelaporan, apa yang harus dilakukan pengusaha setelah pekerja mendapat surat pemberitahuan PHK dan tidak menolak PHK tersebut?","Dalam hal Pekerja/Buruh telah mendapatkan surat pemberitahuan dan tidak menolak Pemutusan Hubungan Kerja, Pengusaha harus melaporkan Pemutusan Hubungan Kerja kepada kementerian yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan dan/atau dinas yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan provinsi dan kabupaten/kota.",PP 35/2021,5,38,,
40,Pasal,Fariz,Kewajiban apa saja yang berlaku untuk perusahaan yang ada pekerja lembur serta apakah ada konteks tambahan?,"(1) Perusahaan yang mempekerjakan Pekerja/Buruh selama Waktu Kerja Lembur berkewajiban:
a. membayar Upah Kerja Lembur;
b. memberi kesempatan untuk istirahat secukupnya; dan
c. memberikan makanan dan minuman paling sedikit 1.400 (seribu empat ratus) kilo kalori, apabila kerja lembur dilakukan selama 4 (empat) jam atau lebih.
(2) Pemberian makanan dan minuman sebagaimana dimaksud pada ayat (1) huruf c tidak dapat digantikan dalam bentuk uang.",PP 35/2021,4,29,,
41,Pasal,Fariz,"Bagaimana ketentuan pembayaran pesangon, uang penghargaan masa kerja, dan uang penggantian hak untuk pekerja yang kena PHK?",Pasal 40,PP 35/2021,5,40,,
42,Bab,Douglas,Bagaimana status keberlakuan dari PKWT yang telah ada ketika Peraturan Pemerintah mulai berlaku?,"Pasal 63
Pada saat Peraturan Pemerintah ini mulai berlaku, PKWT yang telah ada dan jangka waktunya belum berakhir masih tetap berlaku sampai dengan berakhirnya PKWT.",PP 35/2021,8,,,
43,Bab,Douglas,Apa saja sanksi yang berlaku terkait dengan PKWT?,Pasal 61-62,PP 35/2021,7,,,
44,Bab,Douglas,Bagaimana ketentuan terkait Pemutusan Hubungan Kerja?,Pasal 36-59,PP 35/2021,5,,,
45,Bab,Douglas,Apa saja yang diatur mengenai Waktu Kerja dan Waktu Istirahat?,Pasal 21-35,PP 35/2021,4,,,
46,Bab,Douglas,Apa yang perlu diperhatikan terkait dengan Alih Daya?,Pasal 18-20,PP 35/2021,3,,,
47,Bab,Douglas,Apa ketentuan dasar yang terkait dengan PKWT?,Pasal 2-17,PP 35/2021,2,,,
48,Bab,Fariz,Apa saja hal-hal yang harus diperhatikan dalam kaitannya dengan PHK?,Pasal 36-59,PP 35/2021,5,,,
49,Bab,Fariz,Apa saja istilah-istilah penting terkait penggunaan PKWT?,Pasal 1,PP 35/2021,1,,,
50,Bab,Douglas,Bagaimana ketentuan pelaksanaan pengawasan ketenagakerjaan?,"Pasal 60
Pengawasan ketenagakerjaan terhadap penerapan ketentuan dalam Peraturan Pemerintah ini dilaksanakan oleh Pengawas Ketenagakerjaan pada kementerian yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan dan/atau dinas yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan provinsi.",PP 35/2021,6,,,
,Bab,Ridea,Apa saja kebijakan pengupahan yang ditetapkan oleh Pemerintah Pusat?,Pasal 4-13,PP 36/2021,2,,,
,Bab,Ridea,Apa saja istilah-istilah penting terkait pengupahan?,Pasal 1,PP 36/2021,1,,,
,Bab,Ridea,Jelaskan sanksi administratif yang diberikan kepada pengusaha yang bertindak semena-mena dalam pemberian upah?,Pasal 79,PP 36/2021,13,,,
,Bab,Ridea,Siapa yang melakukan pengawasan ketenagakerjaan terhadap kebijakan pengupahan?,"Pasal 78
Pengawasan ketenagakerjaan terhadap penerapan ketentuan dalam Peraturan Pemerintah ini dilaksanakan oleh Pengawas Ketenagakerjaan pada kementerian yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan dan/atau dinas yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan provinsi.",PP 36/2021,12,,,
,Bab,Ridea,Bagaimana ketentuan tentang pemberian upah minimum pada usaha mikro dan usaha kecil?,Pasal 36-37,PP 36/2021,6,,,
,Bab,Ridea,Apa saja ketentuan tentang upah minimum terkait pengupahan?,Pasal 23-35,PP 36/2021,5,,,
,Bab,Ridea,Bagaimana ketentuan pengaturan upah sebagai dasar perhitungan atau pembayaran hak dan kewajiban lainnya?,Pasal 66-68,PP 36/2021,10,,,
,Bab,Ridea,Apa saja hal-hal yang dapat diperhitungkan dengan upah?,Pasal 58-65,PP 36/2021,9,,,
,Bab,Ridea,Bagaimana sistem upah berdasarkan satuan waktu dan/atau satuan hasil?,Pasal 14-19,PP 36/2021,3,,,
,Bab,Ridea,Bagaimana komposisi dan tugas dewan pengupahan?,Pasal 69-77,PP 36/2021,11,,,
,Bab,Ridea,Bagaimana ketentuan pelindungan upah kepada pekerja/buruh?,Pasal 39-52,PP 36/2021,7,,,
,Bab,Ridea,Apa saja bentuk dan cara pembayaran upah?,Pasal 53-57,PP 36/2021,8,,,
,Pasal,Ridea,Bagaimana pengaturan upah minimum provinsi?,Pasal 27-29,PP 36/2021,5,27,,
,Pasal,Ridea,Bagaimana pengaturan upah minimum kabupaten/kota?,Pasal 30,PP 36/2021,5,30,,
,Pasal,Ridea,Apakah pengusaha dikenakan denda jika terlambat membayar tunjangan hari raya keagamaan kepada pekerja?,"(1) Pengusaha yang terlambat membayar tunjangan hari raya keagamaan kepada Pekerja/Buruh dikenai denda sebesar 5% (lima persen) dari total tunjangan hari raya keagamaan yang harus dibayar sejak berakhirnya batas waktu kewajiban Pengusaha untuk membayar.
(2) Pengenaan denda sebagaimana dimaksud pada ayat (1) tidak menghilangkan kewajiban Pengusaha untuk tetap membayar tunjangan hari raya keagamaan kepada Pekerja/Buruh.",PP 36/2021,9,62,,
,Pasal,Ridea,Berapa persen batas penyitaan upah berdasarkan perintah pengadilan?,Apabila uang yang disediakan oleh Pengusaha untuk membayar Upah disita oleh juru sita berdasarkan perintah pengadilan maka penyitaan tersebut tidak boleh melebihi 20x (dua puluh persen) dari jumlah Upah yang harus dibayarkan.,PP 36/2021,7,51,,
,Pasal,Ridea,Kapan pekerja mulai menerima haknya? ,Hak Pekerja/Buruh atas Upah timbul pada saat terjadi Hubungan Kerja antara Pekerja/Buruh dengan Pengusaha dan berakhir pada saat putusnya Hubungan Kerja.,PP 36/2021,1,3,,
,Pasal,Ridea,Apa saja hak yang diterima oleh pekerja?,"(1) Setiap Pekerja/Buruh berhak atas penghidupan yang layak bagi kemanusiaan.
(2) Setiap Pekerja/Buruh berhak memperoleh perlakuan yang sama dalam penerapan sistem pengupahan tanpa diskriminasi.
3) Setiap Pekerja/Buruh berhak memperoleh Upah yang sama untuk pekerjaan yang sama nilainya.",PP 36/2021,1,2,,
,Pasal,Ridea,Dengan satuan apakah upah ditetapkan?,"Upah ditetapkan berdasarkan:
a. satuan waktu; dan/atau
b. satuan hasil.",PP 36/2021,3,14,,
,Pasal,Ridea,Kepada siapakah upah kerja lembur dibayar?,"Upah kerja lembur wajib dibayar oleh Pengusaha yang mempekerjakan Pekerja/Buruh melebihi waktu kerja, pada istirahat mingguan, atau pada hari libur resmi sebagai kompensasi kepada Pekerja/Buruh yang bersangkutan sesuai dengan ketentuan peraturan perundang-undangan.",PP 36/2021,7,39,,
,Pasal,Ridea,Apa saja tugas Dewan Pengupahan tiap tingkatan?,Pasal 71,PP 36/2021,11,71,,
,Pasal,Ridea,Bagaimana ketentuan pengaturan upah sebagai dasar perhitungan pajak penghasilan?,Pasal 68,PP 36/2021,10,68,,
,Pasal,Ridea,"Berdasarkan satuan waktu, maka upah ditetapkan secara?","Upah berdasarkan satuan waktu sebagaimana dimaksud dalam Pasal 14 huruf a ditetapkan secara:
a. perjam;
b. harian; atau
c. bulanan.",PP 36/2021,3,15,,
,Pasal,Ridea,Siapakah yang mengawasi ketentuan pengupahan?,Pengawasan ketenagakerjaan terhadap penerapan ketentuan dalam Peraturan Pemerintah ini dilaksanakan oleh Pengawas Ketenagakerjaan pada kementerian yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan dan/atau dinas yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan provinsi.,PP 36/2021,11,78,,
,Pasal,Ridea,Apa faktor yang wajib dipertimbangkan usaha mikro dan usaha kecil untuk pengecualian dari ketentuan upah minimum?,"Usaha mikro dan usaha kecil yang dikecualikan dari ketentuan Upah minimum wajib mempertimbangkan faktor sebagai berikut:
a. mengandalkan sumber daya tradisional; dan/atau
b. tidak bergerak pada usaha berteknologi tinggi dan tidak padat modal.",PP 36/2021,6,38,,
,Ayat,Ridea,Untuk hal apa sajakah pemotongan upah dilakukan oleh pengusaha?,"Pemotongan Upah oleh Pengusaha dapat dilakukan untuk pembayaran:
a. denda;
b. ganti rugi;
c. uang muka Upah;
d. sewa rumah dan/atau sewa barang milik Perusahaan yang disewakan oleh Pengusaha
kepada Pekerja/Buruh;
e. utang atau cicilan utang Pekerja/Buruh; dan/atau
f. kelebihan pembayaran Upah.",PP 36/2021,9,63,1,
,Ayat,Ridea,Hal apa saja yang dapat menyebabkan anggota dewan pengupahan diberhentikan?,"Selain berakhirnya masa jabatan, anggota dewan pengupahan diberhentikan jika:
a. mengundurkan diri;
b. selama 3 (tiga) bulan berturut-turut tidak dapat menjalankan tugasnya;
c. dihukum karena melakukan tindak pidana dengan putusan pengadilan yang telah
mempunyai kekuatan hukum tetap;
d. melanggar ketentuan yang diatur dalam tata kerja dewan pengupahan; atau
e. diusulkan oleh organisasi atau instansi yang bersangkutan untuk diganti karena terjadi perubahan organisasi.",PP 36/2021,11,75,4,
,Ayat,Ridea,Pedoman apakah yang digunakan pemerintah daerah untuk melaksanakan kebijakan pengupahan?,Pemerintah Daerah dalam melaksanakan kebijakan pengupahan wajib berpedoman pada kebijakan Pemerintah Pusat.,PP 36/2021,1,4,3,
,Ayat,Ridea,Apa saja komponen-komponen dari upah?,"Upah terdiri atas komponen:
a. Upah tanpa tunjangan;
b. Upah pokok dan tunjangan tetap;
c. Upah pokok, tunjangan tetap, dan tunjangan tidak tetap, atau
d. Upah pokok dan tunjangan tidak tetap.",PP 36/2021,1,7,1,
,Ayat,Ridea,Apa bentuk pendapatan non-upah?,Pendapatan non-Upah berupa tunjangan hari raya keagamaan.,PP 36/2021,1,8,1,
,Ayat,Ridea,Bagaimana formula perhitungan upah per jam?,"Formula perhitungan Upah per jam sebagai berikut:
Upah per jam = Upah sebulan/126",PP 36/2021,3,16,4,
,Ayat,Ridea,Yang dimaksud dengan upah minimum terdiri dari?,"Upah minimum terdiri atas:
a. Upah minimum provinsi;
b. Upah minimum kabupaten/kota dengan syarat tertentu.",PP 36/2021,5,25,1,
,Ayat,Ridea,Jelaskan alasan apa saja sehingga pekerja tidak masuk kerja karena berhalangan?,"Alasan Pekerja/Buruh tidak masuk bekerja dan/atau tidak melakukan pekerjaan karena berhalangan sebagaimana dimaksud pada ayat (2) huruf a meliputi:
a. Pekerja/Buruh sakit sehingga tidak dapat melakukan pekerjaan;
b. Pekerja/Buruh perempuan yang sakit pada hari pertama dan kedua masa haidnya sehingga tidak dapat melakukan pekerjaan; atau
c. Pekerja/Buruh tidak masuk bekerja karena:
   1. menikah;
   2. menikahkan anaknya;
   3. mengkhitankan anaknya;
   4. membaptiskan anaknya;
   5. istri melahirkan atau keguguran kandungan;
   6. suami, istri, orang tua, mertua, anak, dan/atau menantu meninggal dunia; atau
   7. anggota keluarga selain sebagaimana dimaksud pada angka 6 yang tinggal dalam 1 (satu) rumah meninggal dunia.",PP 36/2021,7,40,3,
,Ayat,Ridea,Dalam bentuk apakah saran dan pertimbangan dewan pengupahan disampaikan?,Saran dan pertimbangan dewan pengupahan disampaikan dalam bentuk surat rekomendasi.,PP 36/2021,11,76,1,
,Ayat,Ridea,Siapakah yang membentuk Dewan Pengupahan Nasional?,Dewan pengupahan nasional dibentuk oleh Presiden.,PP 36/2021,11,70,1,
,Ayat,Ridea,Apa dasar pemotongan upah oleh pengusaha untuk pihak ketiga?,Pemotongan Upah oleh Pengusaha untuk pihak ketiga hanya dapat dilakukan berdasarkan surat kuasa dari Pekerja/Buruh.,PP 36/2021,9,64,1,
,Ayat,Ridea,Berapa jangka waktu pembayaran upah oleh pengusaha?,Jangka waktu pembayaran Upah oleh Pengusaha tidak boleh lebih dari 1 (satu) bulan.,PP 36/2021,8,55,4,
,Ayat,Ridea,Hal apa yang harus diperhatikan pengusaha dalam melakukan peninjauan upah secara berkala?,Pengusaha melakukan peninjauan Upah secara berkala dengan memperhatikan kemampuan Perusahaan dan produktivitas.,PP 36/2021,7,48,1,
,Huruf,Ridea,Kepada siapa sajakah perusahaan menyediakan fasilitas kerja selain kepada pekerja dalam jabatan atau pekerja tertentu?,"Perusahaan dapat menyediakan fasilitas kerja bagi:
b. seluruh Pekerja/Buruh.",PP 36/2021,2,12,1,b
,Huruf,Ridea,"Selain berdasarkan satuan waktu, upah ditetapkan berdasarkan?","Upah ditetapkan berdasarkan:
b. satuan hasil",PP 36/2021,3,14,,b
,Huruf,Ridea,Bagaimana perhitungan upah yang ditetapkan secara harian bagi perusahaan yang memiliki waktu kerja 6 hari dalam seminggu?,"Dalam hal Upah ditetapkan secara harian, perhitungan Upah sehari sebagai berikut:
a. bagi Perusahaan dengan sistem waktu kerja 6 (enam) hari dalam seminggu, Upah sebulan dibagi 25 (dua puluh lima.",PP 36/2021,3,17,,a
,Huruf,Ridea,Bagaimana syarat rata-rata pertumbuhan ekonomi kabupaten/kota sehingga gubernur dapat menetapkan upah minimum?,"Syarat tertentu sebagaimana dimaksud pada ayat (1) yaitu:
a. rata-rata pertumbuhan ekonomi kabupaten/kota yang bersangkutan selama 3 (tiga) tahun terakhir dari data yang tersedia pada periode yang sama, lebih tinggi dibandingkan rata-rata pertumbuhan ekonomi provinsi.",PP 36/2021,5,30,2,a
